ID,Datetime,Tweet,Categories,Ratting
1524,Sat Jan 10 21:55:09 +0000 2015,"Get a better rear view with these 18 moves to tone your butt, thighs, and legs: http://ow.ly/GOHoo",Other,2
1525,Sat Jan 10 19:45:21 +0000 2015,"Whether you crave salt, sugar, or a combination of both, we've got the healthy (and satisfying!) snacks for you: http://ow.ly/GOH9n",Other,2
1526,Sat Jan 10 17:35:11 +0000 2015,Eating healthy is all about planning ahead. See what 20 foods you should ALWAYS have in your kitchen: http://ow.ly/GOJiw,Nutrition,3
1527,Sat Jan 10 15:35:11 +0000 2015,Subscribe to Health and get 50% off your 1-year subscription.  Limited time only! http://ow.ly/GTNl7,Other,2
1528,Sat Jan 10 14:01:54 +0000 2015,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKgDl,Nutrition,2
1529,Sat Jan 10 13:25:10 +0000 2015,12 food-industry tricks that undermine clean eating: http://ow.ly/GOSwJ,Nutrition,1
1530,Sat Jan 10 10:35:09 +0000 2015,14 types of food that can make you sick: http://ow.ly/GOGPQ,Nutrition,1
1531,Sat Jan 10 08:40:10 +0000 2015,20 WEIRD facts about sex and love you never knew: http://ow.ly/GORbw,Other,3
1532,Sat Jan 10 06:35:06 +0000 2015,Could you have an iron deficiency? Look out for these 15 signs: http://ow.ly/GOIkZ,Other,2
1533,Sat Jan 10 04:20:10 +0000 2015,4 ways to refresh your makeup bag: http://ow.ly/GIuJg,Other,2
1534,Sat Jan 10 03:40:11 +0000 2015,"Get shinier, and stronger, and healthier hair with these pro tricks: http://ow.ly/GIure",Personal Care,2
1535,Sat Jan 10 01:25:09 +0000 2015,Slash sodium without sacrificing flavor! Try these 16 salt-free flavor enhancers at your next meal: http://ow.ly/GIvpp,Other,2
1536,Sat Jan 10 01:01:36 +0000 2015,Discover a New You in the New Year at the #HealthTotalWellness weekend at @CanyonRanch! Get more details here: http://ow.ly/FqByh,Other,3
1537,Sat Jan 10 00:17:27 +0000 2015,How to Make Your Own Lattes With Coconut Oil http://wp.me/p2yZYB-uaL,Other,1
1538,Fri Jan 09 23:40:30 +0000 2015,Burn calories and firm flab with these 20 fast fat-burners: http://ow.ly/GIw2m,Nutrition,2
1539,Fri Jan 09 23:08:46 +0000 2015,The Most (And Least) Stressful Jobs In America http://wp.me/p2yZYB-ujO,Mental Health,1
1540,Fri Jan 09 21:55:11 +0000 2015,11 bad habits that bloat you: http://ow.ly/GIxid,Other,1
1541,Fri Jan 09 19:45:38 +0000 2015,Snack smarter! See the best snacks for weight loss --&gt; http://ow.ly/GIvM9,Other,2
1542,Fri Jan 09 17:45:58 +0000 2015,3 Breakfast Rules to Follow to Lose Weight http://wp.me/p2yZYB-uad by @CarrotsNCake,Other,2
1543,Fri Jan 09 17:35:20 +0000 2015,Pump up on protein! Get creative with these 18 ways to cook with peanut butter: http://ow.ly/GIwVd,Nutrition,3
1544,Fri Jan 09 17:11:22 +0000 2015,Why @MelissaEGilbert Ditched Her Breast Implants at Age 50 http://wp.me/p2yZYB-uhr,Other,1
1545,Fri Jan 09 16:24:07 +0000 2015,Giada De Laurentiis' Makeup Artist Spills the Secret to Her Smoky Eyes http://wp.me/p2yZYB-ujo via @foxnewsmagazine,Other,3
1546,Fri Jan 09 15:40:20 +0000 2015,Get toned all over with this 6-move circuit workout: http://ow.ly/GIudN,Exercise,1
1547,Fri Jan 09 14:02:32 +0000 2015,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKgzX,Nutrition,2
1548,Fri Jan 09 13:25:07 +0000 2015,"RECIPE: Kale “Caesar” Salad with Roasted Shiitakes, Lemon Dressing, and Egg: http://ow.ly/H0jni (via @LiveSonima) http://pbs.twimg.com/media/B66UalpIQAAnqYg.jpg",Other,2
1549,Fri Jan 09 10:35:14 +0000 2015,14 lifestyle changes that make you look younger --&gt; http://ow.ly/GIwMA,Other,1
1550,Fri Jan 09 08:40:18 +0000 2015,10 myths you should NOT believe about hair loss in women: http://ow.ly/GIxpp,Personal Care,2
1551,Fri Jan 09 06:35:10 +0000 2015,"Have a sounder snooze! Learn how to share a bed with a snorer, kicker, or blanket hog: http://ow.ly/GIx7k",Other,2
1552,Fri Jan 09 04:20:12 +0000 2015,Pets do more than make you feel good. Find out how your furry friend keeps you healthy: http://ow.ly/GIoqB,Other,2
1553,Fri Jan 09 03:40:15 +0000 2015,Winter-proof your skin! 15 solutions to the season’s top beauty problems: http://ow.ly/GIoOB,Personal Care,2
1554,Fri Jan 09 02:01:30 +0000 2015,"Make 2015 the year you clean up your diet, strip away stress, and lose weight. This @CoziFamily checklist will help: http://ow.ly/FOI9M","Nutrition, Mental Health",4
1555,Fri Jan 09 01:25:10 +0000 2015,These 12 hot and spicy superfoods will warm you up when it's cold out: http://ow.ly/GIp07,Nutrition,2
1556,Fri Jan 09 01:01:41 +0000 2015,Treat yourself to a transformative getaway at the #HealthTotalWellness weekend at @CanyonRanch! Details here: http://ow.ly/FqBsX,Nutrition,2
1557,Fri Jan 09 00:39:28 +0000 2015,Allison Williams Says Being Analyzed About Her Weight Drives Her Crazy http://wp.me/p2yZYB-uij,Other,2
1558,Fri Jan 09 00:35:15 +0000 2015,The Awesome Reason Why This Fashion Designer Only Uses Plus-Size Models http://wp.me/p2yZYB-ueG,Other,2
1559,Thu Jan 08 23:40:28 +0000 2015,9 reasons you should eat more beans: http://ow.ly/GIoa0,Nutrition,1
1560,Thu Jan 08 23:01:48 +0000 2015,"Yes, Caffeine Withdrawal Is a Real Thing http://wp.me/p2yZYB-uex",Other,1
1561,Thu Jan 08 22:35:04 +0000 2015,Watch Bill Gates Drink Water That Had Been Poop Just Moments Before http://wp.me/p2yZYB-uhJ via @TIME,Other,2
1562,Thu Jan 08 22:06:38 +0000 2015,Parents Teach Kids Where Babies Come From and the Results are Hilarious http://wp.me/p2yZYB-uiM,Other,2
1563,Thu Jan 08 21:55:13 +0000 2015,Hit your stride! Follow these 15 all-star tips to be a better runner: http://ow.ly/GIohz,Other,3
1564,Thu Jan 08 21:34:20 +0000 2015,Surprise: Snapping Selfies Linked to Narcissism http://wp.me/p2yZYB-uhO,Sleep,1
1565,Thu Jan 08 21:12:58 +0000 2015,"RT @CynthiaSass: @goodhealth Wishing you all good health, balance, success &amp; happiness! #TalkNutrition",Nutrition,1
1566,Thu Jan 08 21:01:50 +0000 2015,"Amazing advice today, thanks @CynthiaSass! Thank you everyone for joining us to #TalkNutrition today. Good luck with your resolutions!",Nutrition,1
1567,Thu Jan 08 21:00:00 +0000 2015,"RT @CynthiaSass: @goodhealth Q7 Stay connecting to us via Twitter, Facebook, Pinterest…we want to hear about your progress! #TalkNutrition",Nutrition,1
1568,Thu Jan 08 20:59:58 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Connecting w/others who are on the same path or inspire you to be healthy can also help you stay motivated …,Other,1
1569,Thu Jan 08 20:59:06 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Making healthy changes should feel like an exciting opportunity to gain benefits that are important to you …,Other,1
1570,Thu Jan 08 20:58:29 +0000 2015,RT @CynthiaSass: @goodhealth Q7 You know yourself better than anyone – listen to your gut about what feels right for you &amp; go at your own p…,Other,2
1571,Thu Jan 08 20:58:28 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Think about your past successes – changes you’ve made in the past that stuck. What helped? #TalkNutrition,Nutrition,1
1572,Thu Jan 08 20:57:43 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Think about your track record – why did past resolutions fizzle? Address those issues now to not repeat the…,Nutrition,1
1573,Thu Jan 08 20:57:42 +0000 2015,RT @CynthiaSass: @goodhealth Q7 Change is a process – there may be ups and downs on the path to success – that’s OK &amp; normal #TalkNutrition,Nutrition,1
1574,Thu Jan 08 20:56:46 +0000 2015,"Thanks, @CynthiaSass! We have time for one more. Q7: What else should we know about making lasting healthy changes? #TalkNutrition",Nutrition,1
1575,Thu Jan 08 20:54:25 +0000 2015,RT @CynthiaSass: @goodhealth Q6 1 of my favorite phrases is “I am continually a work in progress” – modifying goals as you learn &amp; grow is …,Other,1
1576,Thu Jan 08 20:54:19 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 You might also want to “stack” your healthy goals – focus on one 1st, then a 2nd, then a 3rd vs. 3 at once …",Other,1
1577,Thu Jan 08 20:54:15 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 Softening a goal can boost your chances of success, so don’t feel bad about tweaking goals to make them doa…",Other,1
1578,Thu Jan 08 20:52:31 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 If you need to modify your goals, ask yourself what you can realistically follow through with week after we…",Other,2
1579,Thu Jan 08 20:52:29 +0000 2015,RT @CynthiaSass: @goodhealth Q6 One of the most common mistakes is taking on too many New Year’s resolutions – too much can lead to giving …,Other,2
1580,Thu Jan 08 20:51:31 +0000 2015,"RT @CynthiaSass: @goodhealth Q6 An important strategy for success is to evaluate your goals – if they’re too lofty or not a fit, change the…",Other,1
1581,Thu Jan 08 20:50:19 +0000 2015,"Thanks, @CynthiaSass! On to Q6: Is it OK to modify your resolutions? #TalkNutrition",Nutrition,1
1582,Thu Jan 08 20:49:43 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 When trying to find motivation, avoid comparing yourself to others – aim to be the healthiest version of YO…",Other,1
1583,Thu Jan 08 20:48:22 +0000 2015,RT @CynthiaSass: @goodhealth Q5 If your resolution for 2015 is clean eating check out my post http://bit.ly/1a3Royn &amp; tweet me about it! #…,Nutrition,2
1584,Thu Jan 08 20:47:56 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 Staying connected to your goals through healthy online info can also be a big motivator (blogs, videos...) …",Other,1
1585,Thu Jan 08 20:47:48 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 Research shows healthy behaviors are ""contagious"" - I've seen this w/clients who spent time w/healthy peopl…",Other,1
1586,Thu Jan 08 20:46:19 +0000 2015,RT @CynthiaSass: @goodhealth Q5 Which outcomes or benefits of a healthier lifestyle motivate you the most? #TalkNutrition,Nutrition,1
1587,Thu Jan 08 20:46:15 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 I often find w/clients that energy, better mood &amp; sleep can be even stronger motivators than weight loss #T…","Sleep, Mental Health",2
1588,Thu Jan 08 20:46:12 +0000 2015,RT @CynthiaSass: @goodhealth Q5 Make a list of the benefits you’ll gain from sticking w/your goals &amp; think about which motivate you the mos…,Other,2
1589,Thu Jan 08 20:44:31 +0000 2015,RT @CynthiaSass: @goodhealth Q5 Staying connecting to your “future you” while making choices can help you follow through w/healthier behavi…,Other,1
1590,Thu Jan 08 20:44:28 +0000 2015,"RT @CynthiaSass: @goodhealth Q5 Close your eyes, and picture yourself 1, 3, 6 or 12 months from now in a healthier body #TalkNutrition",Nutrition,1
1591,Thu Jan 08 20:43:34 +0000 2015,RT @CynthiaSass: @goodhealth Q5 A technique I use w/clients that really works is visualizing yourself in the future #TalkNutrition,Nutrition,1
1592,Thu Jan 08 20:42:01 +0000 2015,"Great advice, @CynthiaSass. Next question Q5: Are there ways to reignite motivation? #TalkNutrition",Nutrition,2
1593,Thu Jan 08 20:39:23 +0000 2015,RT @CynthiaSass: @goodhealth Q4 What are some of your favorite simple ways to celebrate your success with making healthy changes? #TalkNutr…,Other,2
1594,Thu Jan 08 20:38:10 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 If the term ""reward"" doesn’t feel like the right fit, think of them as celebrations of you &amp; your wellness …",Other,1
1595,Thu Jan 08 20:37:02 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 ""Rewards"" are not meant to coerce you into “being good” but rather help you celebrate how great you feel! #…",Nutrition,1
1596,Thu Jan 08 20:36:59 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 ""Rewards"" can even be free - a relaxing bath, taking “you time” to read, take a nature walk, call a friend.…",Other,1
1597,Thu Jan 08 20:35:16 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 Choose ""rewards"" that feel like you’re taking care of you, or things you love but don’t often do for yourse…",Other,1
1598,Thu Jan 08 20:35:12 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 ""Rewards"" my clients have chosen include fresh flowers, a chair massage, a movie on demand, fun fitness cla…","Exercise, Personal Care",2
1599,Thu Jan 08 20:35:09 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 Self ""rewards"" don’t have to be big or costly – choose simple things that make you feel good and happy #Tal…",Other,1
1600,Thu Jan 08 20:32:22 +0000 2015,"RT @CynthiaSass: @goodhealth Q4 I think building in ""rewards"" can help with staying on track – if they’re healthy &amp; meaningful to you  #Tal…",Other,1
1601,Thu Jan 08 20:30:39 +0000 2015,"Thank you, @CynthiaSass! Now to Q4: Should you give yourself rewards for staying on track? #TalkNutrition",Nutrition,1
1602,Thu Jan 08 20:28:15 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 Which tools work for you, to help you feel motivated to stay on a healthy track &amp; follow through with goals…",Other,1
1603,Thu Jan 08 20:27:18 +0000 2015,RT @CynthiaSass: @goodhealth Q3 The key to using tools for successful change is to find the ones that really feel like a good fit for you #…,Other,1
1604,Thu Jan 08 20:27:15 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Having a “buddy” to check in with can also help new healthy habits begin to feel like your new normal  #Tal…,Other,2
1605,Thu Jan 08 20:27:14 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Some of my clients find that social media helps them to be more accountable to themselves-do any of you agr…,Other,1
1606,Thu Jan 08 20:25:14 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Using social media to share your healthy new habits and progress can also help changes stick #TalkNutrition,Nutrition,2
1607,Thu Jan 08 20:25:12 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Tracking or journaling can help you stay connected to your goals and celebrate mini victories along the way…,Other,1
1608,Thu Jan 08 20:25:10 +0000 2015,RT @CynthiaSass: @goodhealth Q3 Some people prefer a formal paper-based journal they can carry around like this http://amzn.to/1tOcIyG #Tal…,Other,2
1609,Thu Jan 08 20:23:42 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 If you like being able to record your progress, even keeping an ""old school"" pen &amp; paper journal can help #…",Other,1
1610,Thu Jan 08 20:21:54 +0000 2015,RT @CynthiaSass: @goodhealth Q3 With my clients I find that some really like high tech tools and others loathe them #TalkNutrition,Nutrition,1
1611,Thu Jan 08 20:21:52 +0000 2015,"RT @CynthiaSass: @goodhealth Q3 Some people find that trackers or devices (fitbit, my fitness pal, etc.) help with accountability #TalkNutr…",Exercise,1
1612,Thu Jan 08 20:19:41 +0000 2015,"Good to know, @CynthiaSass! On to the next one Q3: What kinds of tools can help healthy changes stick? #TalkNutrition",Nutrition,1
1613,Thu Jan 08 20:18:50 +0000 2015,"RT @CynthiaSass: @CalmingCorners @goodhealth Yes, understanding the ""whys"" behind your choices is really key! #TalkNutrition",Nutrition,1
1614,Thu Jan 08 20:17:43 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 Support is also critical when you’re trying to adopt a healthy lifestyle–reach out to others, even online #…",Other,1
1615,Thu Jan 08 20:16:31 +0000 2015,RT @CynthiaSass: @goodhealth Q2 Sometimes change involves hanging in there until new patterns begin to feel like what’s normal &amp; comfortabl…,Other,2
1616,Thu Jan 08 20:15:22 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 Often old patterns feel “normal” and safe, even if they’re the cause of unwanted effects like excess weight…",Other,1
1617,Thu Jan 08 20:15:17 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 Making behaviors changes isn’t always easy, and real change involves needing to get to know yourself a bit …",Other,2
1618,Thu Jan 08 20:13:38 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 Ask yourself questions like: if I could go back and repeat a day, what would I do differently and why? #Tal…",Nutrition,1
1619,Thu Jan 08 20:13:33 +0000 2015,"RT @CynthiaSass: @goodhealth Q2 Ask yourself what are the biggest barriers to following through– stress, time constraints, lack of support……",Mental Health,1
1620,Thu Jan 08 20:12:48 +0000 2015,RT @CynthiaSass: @goodhealth Q2 Figure out what obstacles or issues are getting in your way of changing your patterns &amp; tackle them #TalkNu…,Other,1
1621,Thu Jan 08 20:11:42 +0000 2015,RT @CynthiaSass: @goodhealth Q2 Follow through with change is often about identifying &amp; breaking down the barriers that hold you back #Talk…,Other,1
1622,Thu Jan 08 20:11:40 +0000 2015,RT @CynthiaSass: @goodhealth Q2 Don’t beat yourself up if you slip w/resolutions! Just try to pinpoint what got you off track &amp; address it …,Nutrition,1
1623,Thu Jan 08 20:09:43 +0000 2015,"Thanks, @CynthiaSass! Next question Q2: What can you do if you find yourself slipping back into old patterns? #TalkNutrition",Nutrition,1
1624,Thu Jan 08 20:09:08 +0000 2015,RT @CynthiaSass: @goodhealth Q1 If your goal is to eat more veggies &amp; cut starch check out http://bit.ly/1oHQDkF &amp; http://bit.ly/1jRxnvJ …,Nutrition,2
1625,Thu Jan 08 20:09:06 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 If you're not sure how to follow through with your goals, find resources that make it easier #TalkNutrition",Nutrition,1
1626,Thu Jan 08 20:07:28 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 Behavior changes that feel like burdens can lead to resentment &amp; stress, which often results in giving up #…",Mental Health,1
1627,Thu Jan 08 20:07:21 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 Make sure you’ve chosen healthy goals that you’re excited about, so they don’t feel like burdens or chores …",Other,1
1628,Thu Jan 08 20:07:15 +0000 2015,RT @CynthiaSass: @goodhealth Q1 Make sure your healthy goals are specific &amp; measurable – goals that are too vague are difficult to stick wi…,Other,1
1629,Thu Jan 08 20:05:36 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 If you can stay tied to why you want to change &amp; untangle emotional eating, you’ll be more likely to succee…",Nutrition,1
1630,Thu Jan 08 20:05:17 +0000 2015,"RT @CynthiaSass: @goodhealth Q1 If food helps meet your emotional needs, find non-food ways to cope w/your feelings so you won’t “need” foo…",Nutrition,2
1631,Thu Jan 08 20:04:43 +0000 2015,RT @CynthiaSass: @goodhealth Q1 Another big barrier to sticking with healthy resolutions can be emotional connections to food #TalkNutrition,Nutrition,1
1632,Thu Jan 08 20:04:40 +0000 2015,RT @CynthiaSass: @goodhealth Q1 To hang in there you have to believe that what you’re getting is more important than what you’re giving up …,Other,1
1633,Thu Jan 08 20:03:45 +0000 2015,RT @CynthiaSass: @goodhealth Q1 Many people make resolutions because they want more energy &amp; confidence – stay connected to these benefits …,Other,1
1634,Thu Jan 08 20:03:42 +0000 2015,RT @CynthiaSass: @goodhealth Q1 Ask yourself: what will sticking with it give me that’s important to me in my everyday life? #TalkNutrition,Nutrition,1
1635,Thu Jan 08 20:03:40 +0000 2015,RT @CynthiaSass: @goodhealth Q1 As life goes back to normal after the holidays it can be easy to settle back into old patterns #TalkNutriti…,Other,1
1636,Thu Jan 08 20:02:17 +0000 2015,RT @CynthiaSass: @goodhealth Q1 I think one of the biggest keys to keeping resolutions is staying connected to why you made them  #TalkNutr…,Other,1
1637,Thu Jan 08 20:00:22 +0000 2015,@CynthiaSass: Q1: What are the biggest keys to keeping your New Year's resolutions? #TalkNutrition,Nutrition,2
1638,Thu Jan 08 20:00:14 +0000 2015,Hi everyone! Thanks for joining us to #TalkNutrition with @CynthiaSass and learn how to keep your resolutions this year. Let’s get started!,Nutrition,1
1639,Thu Jan 08 19:31:22 +0000 2015,Join us in 30 minutes to #TalkNutrition with @CynthiaSass! We'll help you stick to your resolutions so you get the results you want.,Nutrition,1
1640,Thu Jan 08 19:09:04 +0000 2015,How You Can Get Free Coffee on Mondays at McDonald’s and Dunkin’ Donuts http://wp.me/p2yZYB-uhA via @money,Other,2
1641,Thu Jan 08 17:35:18 +0000 2015,9 ways to swap your way slim at EVERY meal: http://ow.ly/GIv3Q,Other,3
1642,Thu Jan 08 17:16:46 +0000 2015,A Recipe for Crispy Baked Onion Rings You Can Enjoy Guilt-Free http://wp.me/p2yZYB-uhe via @greatideas,Nutrition,2
1643,Thu Jan 08 15:35:14 +0000 2015,Subscribe to Health and get 50% off your 1-year subscription. Limited time only! http://ow.ly/GTNgN,Other,2
1644,Thu Jan 08 14:02:33 +0000 2015,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKgxJ,Nutrition,2
1645,Thu Jan 08 13:25:15 +0000 2015,5 fresh ways to do a plank: http://ow.ly/GItV5,Other,2
1646,Thu Jan 08 10:35:10 +0000 2015,Get gorgeous and glowing with these 6 new skin savers: http://ow.ly/GIuCV,Personal Care,3
1647,Thu Jan 08 08:40:14 +0000 2015,10 surprising health benefits of being a woman: http://ow.ly/GIweg,Other,1
1648,Thu Jan 08 06:35:10 +0000 2015,How to know when it's more than just the blues: 10 signs you should see a doctor for depression --&gt; http://ow.ly/GIoBG,Mental Health,2
1649,Thu Jan 08 04:20:12 +0000 2015,12 strange-but-true health tips you NEED to know: http://ow.ly/GIlyw,Other,2
1650,Thu Jan 08 03:40:19 +0000 2015,Try these soothing stretches for less stress and better flexibility: http://ow.ly/GIkc9,Mental Health,2
1651,Thu Jan 08 01:25:09 +0000 2015,TOMORROW: Join us at 3 pm EST to #TalkNutrition with @CynthiaSass! We'll help you stick to your resolutions so you get the results you want.,Nutrition,1
1652,Thu Jan 08 01:01:44 +0000 2015,Give an aah-mazing gift and send someone special to the #HealthTotalWellness weekend at @CanyonRanch! http://ow.ly/FqBmG,Other,2
1653,Thu Jan 08 00:20:07 +0000 2015,The Weird Link Between Your Period and Cigarette Cravings http://ow.ly/GXwbM,Other,1
1654,Wed Jan 07 23:40:37 +0000 2015,Want healthier hair and a clear complexion? Add these 6 foods to your diet: http://ow.ly/GIkLo,"Nutrition, Personal Care",3
1655,Wed Jan 07 23:11:00 +0000 2015,A 17-Year-Old Forced to Get Chemo Takes Her State to Court http://wp.me/p2yZYB-ugn,Other,2
1656,Wed Jan 07 22:51:45 +0000 2015,Why This ‘Girls’ Star Made Smoothies With Her Placenta http://wp.me/p2yZYB-ugd,Other,1
1657,Wed Jan 07 22:35:17 +0000 2015,Middle-Aged Adults Account for Majority of Alcohol Poisoning Deaths http://ow.ly/GXvY8,Nutrition,1
1658,Wed Jan 07 21:55:12 +0000 2015,Protect against colds! Stock up on these 12 foods that have more vitamin C than oranges: http://ow.ly/GImWf,Nutrition,2
1659,Wed Jan 07 21:40:25 +0000 2015,The Surprising Way Your Healthy Eating Resolution Can Backfire http://wp.me/p2yZYB-ueT,Nutrition,1
1660,Wed Jan 07 21:18:10 +0000 2015,Hook-up Apps Blamed for a Spike in STDs in the UK http://wp.me/p2yZYB-ueX,Other,2
1661,Wed Jan 07 19:45:08 +0000 2015,How to Detox the Healthy Way: http://ow.ly/GWeB8 (via @dailyburn),Other,1
1662,Wed Jan 07 19:12:16 +0000 2015,Can Running Really Be a Form of Meditation? http://wp.me/p2yZYB-uf5 by @LiveSonima,Other,2
1663,Wed Jan 07 18:33:27 +0000 2015,4 Easy Snacks from The Biggest Loser’s Jen Widerstrom http://wp.me/p2yZYB-sOl,Other,1
1664,Wed Jan 07 18:22:12 +0000 2015,How I Learned to Accept (and Love) My Muscular Body http://ow.ly/GWVcU by @JenWiderstrom #JenWiderstromforHealth,Other,2
1665,Wed Jan 07 17:35:18 +0000 2015,Learn the 20 top food sources for EVERY vitamin and mineral you need for a healthy life: http://ow.ly/GIn5d,Nutrition,2
1666,Wed Jan 07 17:08:40 +0000 2015,How Having Accepting Friends Can Help You Lose Weight http://wp.me/p2yZYB-udC,Other,1
1667,Wed Jan 07 17:05:35 +0000 2015,"The Exercise That Will Change Your Life, and How to Conquer It http://ow.ly/GWjTx by @JenWiderstrom #JenWiderstromforHealth",Exercise,2
1668,Wed Jan 07 16:45:03 +0000 2015,"How 500,000 Dogs Are Helping a Teen With Cancer http://wp.me/p2yZYB-ueq",Other,1
1669,Wed Jan 07 16:35:08 +0000 2015,The Best Foods to Help You Sculpt Muscle http://ow.ly/GWjh4 by @JenWiderstrom #JenWiderstromforHealth,Nutrition,2
1670,Wed Jan 07 15:59:02 +0000 2015,How to Plan for Weight-Loss Success http://ow.ly/GWiSu by @JenWiderstrom #JenWiderstromforHealth,Other,1
1671,Wed Jan 07 15:40:20 +0000 2015,Amp up your workout with kettlebells! Try adding these 5 beginner-friendly moves to your routine: http://ow.ly/GIkjx,Exercise,2
1672,Wed Jan 07 14:02:32 +0000 2015,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKguO,Nutrition,2
1673,Wed Jan 07 13:25:14 +0000 2015,Start your day with a smoothie! Try one of these 26 fresh new recipes: http://ow.ly/GIkVh,Nutrition,3
1674,Wed Jan 07 10:35:10 +0000 2015,Be prepared: 12 health items you should ALWAYS have on hand --&gt; http://ow.ly/GIno5,Other,3
1675,Wed Jan 07 08:40:13 +0000 2015,20 things that can ruin a sparkling smile: http://ow.ly/GInxX,Other,1
1676,Wed Jan 07 06:35:08 +0000 2015,10 reasons why you're not having sex: http://ow.ly/GIlqc,Other,1
1677,Wed Jan 07 04:20:19 +0000 2015,5 pretty (and easy!) hairstyles you can do at home: http://ow.ly/GIj1d,Personal Care,2
1678,Wed Jan 07 03:40:18 +0000 2015,Bye bye belly! These 50 tummy-shrinking tips will help you banish belly flab fast: http://ow.ly/GIiGY,Other,3
1679,Wed Jan 07 02:01:23 +0000 2015,"Make 2015 the year you clean up your diet, strip away stress, and lose weight. This @CoziFamily checklist will help: http://ow.ly/FOI6b","Nutrition, Mental Health",4
1680,Wed Jan 07 01:25:08 +0000 2015,Diet-friendly pizza recipes? Yes please! We've got 15 to try --&gt; http://ow.ly/GIl7R,Nutrition,2
1681,Wed Jan 07 01:01:33 +0000 2015,Enjoy an aah-mazing weekend with HEALTH editors at @CanyonRanch. Exclusive offer with code HealthTotalWellness http://ow.ly/FqBdq,Other,2
1682,Wed Jan 07 00:11:22 +0000 2015,What You Should Know About the Urban Outfitters Thigh Gap Controversy http://wp.me/p2yZYB-udD,Other,2
1683,Tue Jan 06 23:40:32 +0000 2015,Yum! Try this Greek-inspired salmon dish for a pack of protein and vitamin D: http://ow.ly/GIk3F,Other,2
1684,Tue Jan 06 21:55:10 +0000 2015,Drop winter weight at home with this easy 30-minute workout: http://ow.ly/GImvS,Exercise,2
1685,Tue Jan 06 20:00:07 +0000 2015,Beyoncé’s Master Cleanse and More: One Woman Tackles a Year of Celeb Diets http://wp.me/p2yZYB-ucj,Nutrition,2
1686,Tue Jan 06 19:45:25 +0000 2015,Whip up this fat-burning kale salad to shed pounds fast. Get the recipe: http://ow.ly/GIj8n,Other,2
1687,Tue Jan 06 17:45:31 +0000 2015,Bite in! 25 creative ways to cook with apples: http://ow.ly/GSHys,Nutrition,2
1688,Tue Jan 06 17:10:22 +0000 2015,The Weird Reason Why Colds May Be More Common in the Winter http://ow.ly/GSHwx,Other,2
1689,Tue Jan 06 16:13:04 +0000 2015,How to Trick Yourself Into Keeping Your New Year’s Resolutions http://wp.me/p2yZYB-uaQ,Other,3
1690,Tue Jan 06 16:03:33 +0000 2015,The Carb That Might Help You Live Longer http://wp.me/p2yZYB-ubz,Other,1
1691,Tue Jan 06 15:30:52 +0000 2015,The secrets to losing weight—and keeping it off for good! http://ow.ly/GHGDd,Other,2
1692,Tue Jan 06 14:02:12 +0000 2015,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKgrP,Nutrition,2
1693,Tue Jan 06 13:25:12 +0000 2015,"To banish pimples for good, get the facts on these 16 acne myths: http://ow.ly/GIliP",Other,2
1694,Tue Jan 06 10:35:08 +0000 2015,Think beyond basic batter! Try these 9 new takes on pancakes --&gt; http://ow.ly/GIiyM,Other,3
